29,Sevilla,SVQ,2022-01-31 00:31:58,Madrid,MAD,2022-01-31 01:21:58,7
30,Malaga,AGP,2022-03-02 00:36:51,Madrid,MAD,2022-03-02 01:26:51,8
31,Santiago de Compostela,STG,2022-07-29 07:11:59,Santiago de Compostela,STG,2022-07-29 08:01:59,8
32,Madrid,MAD,2022-07-20 09:08:10,Sevilla,SVQ,2022-07-20 09:58:10,9
33,Alicante,ALC,2022-05-12 17:13:25,Alicante,ALC,2022-05-12 18:03:25,7
34,Valencia,VLC,2022-07-26 00:25:45,Valencia,VLC,2022-07-26 01:15:45,2
35,Malaga,AGP,2022-06-24 16:48:32,Madrid,MAD,2022-06-24 17:38:32,2
36,Alicante,ALC,2022-03-14 10:26:57,Barcelona,BCN,2022-03-14 11:16:57,2
37,Bilbao,BIO,2022-08-16 03:07:34,Sevilla,SVQ,2022-08-16 03:57:34,3
38,Madrid,MAD,2022-07-03 22:52:03,Sevilla,SVQ,2022-07-03 23:42:03,8
39,Santiago de Compostela,STG,2022-05-12 08:03:52,Alicante,ALC,2022-05-12 08:53:52,6
40,Valencia,VLC,2022-04-07 03:23:58,A Coruña,LCG,2022-04-07 04:13:58,5
41,Barcelona,BCN,2021-12-18 09:51:31,Barcelona,BCN,2021-12-18 10:41:31,3
42,Santiago de Compostela,STG,2022-02-12 18:04:16,Barcelona,BCN,2022-02-12 18:54:16,8
43,A Coruña,LCG,2021-10-11 17:29:42,Barcelona,BCN,2021-10-11 18:19:42,6
44,Alicante,ALC,2022-03-14 18:58:02,Santiago de Compostela,STG,2022-03-14 19:48:02,6
45,Valencia,VLC,2022-03-06 04:16:54,A Coruña,LCG,2022-03-06 05:06:54,4
46,Malaga,AGP,2021-12-25 00:17:16,A Coruña,LCG,2021-12-25 01:07:16,10
47,Alicante,ALC,2022-02-18 17:40:32,Bilbao,BIO,2022-02-18 18:30:32,1
48,Sevilla,SVQ,2022-04-30 12:00:51,A Coruña,LCG,2022-04-30 12:50:51,3
49,Malaga,AGP,2022-08-19 03:22:42,A Coruña,LCG,2022-08-19 04:12:42,7
50,Santiago de Compostela,STG,2021-10-24 07:03:14,Sevilla,SVQ,2021-10-24 07:53:14,9
51,Alicante,ALC,2022-04-10 04:35:12,Valencia,VLC,2022-04-10 05:25:12,1
52,Madrid,MAD,2022-01-22 02:37:16,Sevilla,SVQ,2022-01-22 03:27:16,7
53,Alicante,ALC,2021-11-17 06:12:18,Valencia,VLC,2021-11-17 07:02:18,3
54,Barcelona,BCN,2021-10-26 17:24:28,Madrid,MAD,2021-10-26 18:14:28,5
55,Malaga,AGP,2022-04-24 06:43:28,Malaga,AGP,2022-04-24 07:33:28,7
56,Santiago de Compostela,STG,2022-08-26 20:27:58,Bilbao,BIO,2022-08-26 21:17:58,7
57,Sevilla,SVQ,2022-04-24 00:38:09,Sevilla,SVQ,2022-04-24 01:28:09,3
58,A Coruña,LCG,2022-08-14 11:05:31,Malaga,AGP,2022-08-14 11:55:31,6
59,Malaga,AGP,2022-01-13 04:49:59,A Coruña,LCG,2022-01-13 05:39:59,1
60,Santiago de Compostela,STG,2022-06-05 06:00:50,Malaga,AGP,2022-06-05 06:50:50,4
61,Madrid,MAD,2022-02-21 04:11:15,Sevilla,SVQ,2022-02-21 05:01:15,10
62,Madrid,MAD,2022-06-13 06:39:16,Sevilla,SVQ,2022-06-13 07:29:16,5
63,Madrid,MAD,2021-10-20 12:04:46,Sevilla,SVQ,2021-10-20 12:54:46,7
64,Sevilla,SVQ,2022-03-06 21:52:26,Bilbao,BIO,2022-03-06 22:42:26,7
65,Madrid,MAD,2022-07-14 16:02:10,A Coruña,LCG,2022-07-14 16:52:10,6
66,A Coruña,LCG,2021-12-05 17:58:49,Alicante,ALC,2021-12-05 18:48:49,5
67,Bilbao,BIO,2022-02-16 02:24:02,Sevilla,SVQ,2022-02-16 03:14:02,6
68,Barcelona,BCN,2022-03-26 05:06:21,Alicante,ALC,2022-03-26 05:56:21,1
69,Valencia,VLC,2022-07-10 21:26:45,Santiago de Compostela,STG,2022-07-10 22:16:45,4
70,Madrid,MAD,2022-01-16 16:20:20,Valencia,VLC,2022-01-16 17:10:20,3
71,Alicante,ALC,2022-03-29 09:40:47,Alicante,ALC,2022-03-29 10:30:47,8
72,Madrid,MAD,2021-12-03 19:42:24,Valencia,VLC,2021-12-03 20:32:24,10
73,Malaga,AGP,2021-11-16 20:08:19,Barcelona,BCN,2021-11-16 20:58:19,8
74,Santiago de Compostela,STG,2022-03-05 04:33:55,Madrid,MAD,2022-03-05 05:23:55,6
75,Sevilla,SVQ,2022-06-24 04:18:44,Barcelona,BCN,2022-06-24 05:08:44,9
76,Alicante,ALC,2022-08-01 18:55:52,Malaga,AGP,2022-08-01 19:45:52,1
77,Alicante,ALC,2022-04-05 10:08:56,Malaga,AGP,2022-04-05 10:58:56,6
78,Bilbao,BIO,2022-01-14 11:21:37,Santiago de Compostela,STG,2022-01-14 12:11:37,1
79,A Coruña,LCG,2022-02-15 13:47:41,Alicante,ALC,2022-02-15 14:37:41,6
80,Malaga,AGP,2022-09-19 00:20:59,Santiago de Compostela,STG,2022-09-19 01:10:59,5
81,Santiago de Compostela,STG,2022-06-21 06:20:48,Barcelona,BCN,2022-06-21 07:10:48,1
82,Malaga,AGP,2022-08-15 06:58:30,Sevilla,SVQ,2022-08-15 07:48:30,7
83,Sevilla,SVQ,2021-10-26 21:12:18,Barcelona,BCN,2021-10-26 22:02:18,5
84,Valencia,VLC,2022-03-22 20:23:27,Madrid,MAD,2022-03-22 21:13:27,8
85,Bilbao,BIO,2022-01-07 05:17:42,Sevilla,SVQ,2022-01-07 06:07:42,6
86,Alicante,ALC,2021-10-28 03:46:31,Valencia,VLC,2021-10-28 04:36:31,10
87,Alicante,ALC,2022-01-10 13:08:23,Valencia,VLC,2022-01-10 13:58:23,9
88,Valencia,VLC,2021-09-24 05:29:06,Santiago de Compostela,STG,2021-09-24 06:19:06,3
89,Santiago de Compostela,STG,2021-12-02 08:16:02,Valencia,VLC,2021-12-02 09:06:02,1
90,Bilbao,BIO,2022-08-03 06:40:47,Madrid,MAD,2022-08-03 07:30:47,3
91,Valencia,VLC,2022-07-23 12:16:24,Bilbao,BIO,2022-07-23 13:06:24,9
92,A Coruña,LCG,2022-02-25 12:53:53,Santiago de Compostela,STG,2022-02-25 13:43:53,4
93,A Coruña,LCG,2022-08-29 15:47:08,A Coruña,LCG,2022-08-29 16:37:08,1
94,A Coruña,LCG,2022-03-06 07:27:37,Bilbao,BIO,2022-03-06 08:17:37,8
95,Santiago de Compostela,STG,2022-07-08 04:02:12,Santiago de Compostela,STG,2022-07-08 04:52:12,4
96,Bilbao,BIO,2022-01-21 21:34:57,Madrid,MAD,2022-01-21 22:24:57,4
97,Valencia,VLC,2021-10-21 01:48:00,Alicante,ALC,2021-10-21 02:38:00,4
98,Malaga,AGP,2021-10-26 18:58:49,Valencia,VLC,2021-10-26 19:48:49,1
99,Barcelona,BCN,2022-03-03 04:07:10,Alicante,ALC,2022-03-03 04:57:10,4
100,Madrid,MAD,2022-02-26 14:31:20,Madrid,MAD,2022-02-26 15:21:20,6
101,Sevilla,SVQ,2022-06-04 19:25:08,Madrid,MAD,2022-06-04 20:15:08,4
102,Santiago de Compostela,STG,2022-02-28 21:59:13,Santiago de Compostela,STG,2022-02-28 22:49:13,4
103,Valencia,VLC,2022-03-08 04:48:42,Barcelona,BCN,2022-03-08 05:38:42,9
104,Alicante,ALC,2022-04-01 19:39:04,Barcelona,BCN,2022-04-01 20:29:04,4
105,Barcelona,BCN,2022-09-20 11:54:53,Sevilla,SVQ,2022-09-20 12:44:53,6
106,Bilbao,BIO,2022-03-03 11:24:14,Sevilla,SVQ,2022-03-03 12:14:14,2
107,Malaga,AGP,2022-09-09 00:23:03,Santiago de Compostela,STG,2022-09-09 01:13:03,4
108,Madrid,MAD,2022-01-23 19:58:20,Bilbao,BIO,2022-01-23 20:48:20,8
109,Madrid,MAD,2022-09-17 12:05:34,Santiago de Compostela,STG,2022-09-17 12:55:34,4
110,Malaga,AGP,2022-07-19 15:48:58,Valencia,VLC,2022-07-19 16:38:58,5
111,Valencia,VLC,2022-08-05 14:26:33,Bilbao,BIO,2022-08-05 15:16:33,7
112,Santiago de Compostela,STG,2022-09-17 02:26:19,A Coruña,LCG,2022-09-17 03:16:19,3
113,Valencia,VLC,2022-08-01 00:44:33,Valencia,VLC,2022-08-01 01:34:33,9
114,Valencia,VLC,2022-03-02 03:24:21,Barcelona,BCN,2022-03-02 04:14:21,1
115,Sevilla,SVQ,2022-06-25 05:31:18,A Coruña,LCG,2022-06-25 06:21:18,8
116,Malaga,AGP,2022-07-08 17:39:06,Barcelona,BCN,2022-07-08 18:29:06,9
117,Barcelona,BCN,2022-08-03 05:12:38,A Coruña,LCG,2022-08-03 06:02:38,6
118,Alicante,ALC,2022-09-14 08:15:18,Alicante,ALC,2022-09-14 09:05:18,5
119,Malaga,AGP,2021-10-05 12:21:37,Valencia,VLC,2021-10-05 13:11:37,9
120,Sevilla,SVQ,2021-11-16 10:08:38,Bilbao,BIO,2021-11-16 10:58:38,1
121,Malaga,AGP,2022-04-04 18:59:46,Barcelona,BCN,2022-04-04 19:49:46,10
122,A Coruña,LCG,2022-03-27 13:56:42,A Coruña,LCG,2022-03-27 14:46:42,1
123,Malaga,AGP,2022-03-17 00:22:29,A Coruña,LCG,2022-03-17 01:12:29,1
124,Santiago de Compostela,STG,2022-09-17 12:26:54,Madrid,MAD,2022-09-17 13:16:54,2
125,Santiago de Compostela,STG,2022-02-23 05:19:32,Barcelona,BCN,2022-02-23 06:09:32,9
126,Alicante,ALC,2021-11-05 18:14:53,Madrid,MAD,2021-11-05 19:04:53,5
127,Valencia,VLC,2022-03-04 18:10:11,Malaga,AGP,2022-03-04 19:00:11,4
128,Barcelona,BCN,2022-05-29 01:03:10,Malaga,AGP,2022-05-29 01:53:10,8
129,Alicante,ALC,2022-06-02 17:22:01,Alicante,ALC,2022-06-02 18:12:01,10
130,Santiago de Compostela,STG,2022-09-12 06:12:05,Barcelona,BCN,2022-09-12 07:02:05,4
131,Bilbao,BIO,2022-02-21 21:16:59,Valencia,VLC,2022-02-21 22:06:59,9
132,Valencia,VLC,2022-09-14 06:11:27,Sevilla,SVQ,2022-09-14 07:01:27,5
133,Barcelona,BCN,2022-09-06 23:13:10,Madrid,MAD,2022-09-07 00:03:10,9
134,Bilbao,BIO,2021-10-14 04:12:07,Malaga,AGP,2021-10-14 05:02:07,9
135,Alicante,ALC,2022-04-28 14:40:13,Alicante,ALC,2022-04-28 15:30:13,2
136,Bilbao,BIO,2021-10-09 19:59:40,Santiago de Compostela,STG,2021-10-09 20:49:40,5
137,A Coruña,LCG,2022-02-09 08:39:01,Malaga,AGP,2022-02-09 09:29:01,8
138,Sevilla,SVQ,2022-02-18 21:19:38,Madrid,MAD,2022-02-18 22:09:38,9
139,Madrid,MAD,2022-06-07 09:54:49,Madrid,MAD,2022-06-07 10:44:49,4
140,A Coruña,LCG,2022-08-26 14:30:17,Barcelona,BCN,2022-08-26 15:20:17,7
141,Santiago de Compostela,STG,2022-05-30 19:28:03,Madrid,MAD,2022-05-30 20:18:03,1
142,Malaga,AGP,2022-06-13 06:04:07,Barcelona,BCN,2022-06-13 06:54:07,1
143,Barcelona,BCN,2022-02-11 23:15:29,Malaga,AGP,2022-02-12 00:05:29,7
144,Barcelona,BCN,2022-05-27 19:12:07,Valencia,VLC,2022-05-27 20:02:07,5
145,Alicante,ALC,2022-07-31 18:12:18,Barcelona,BCN,2022-07-31 19:02:18,2
146,Malaga,AGP,2021-12-12 19:35:43,Santiago de Compostela,STG,2021-12-12 20:25:43,1
147,Santiago de Compostela,STG,2022-01-29 01:34:34,Malaga,AGP,2022-01-29 02:24:34,4
148,Valencia,VLC,2021-09-30 12:56:10,Alicante,ALC,2021-09-30 13:46:10,9
149,Santiago de Compostela,STG,2021-09-28 19:03:44,Valencia,VLC,2021-09-28 19:53:44,7
150,Valencia,VLC,2022-09-01 21:45:49,Alicante,ALC,2022-09-01 22:35:49,10
151,Sevilla,SVQ,2022-02-25 01:54:00,Malaga,AGP,2022-02-25 02:44:00,4
152,Santiago de Compostela,STG,2022-04-08 22:52:09,Madrid,MAD,2022-04-08 23:42:09,5
153,Malaga,AGP,2022-08-30 00:04:40,Madrid,MAD,2022-08-30 00:54:40,2
154,Alicante,ALC,2022-05-11 18:24:38,Bilbao,BIO,2022-05-11 19:14:38,10
155,Barcelona,BCN,2022-06-14 17:15:15,Sevilla,SVQ,2022-06-14 18:05:15,7
156,A Coruña,LCG,2021-11-17 20:02:02,Sevilla,SVQ,2021-11-17 20:52:02,8
157,Sevilla,SVQ,2022-03-15 23:44:33,Madrid,MAD,2022-03-16 00:34:33,9
158,Santiago de Compostela,STG,2022-08-21 17:17:28,Santiago de Compostela,STG,2022-08-21 18:07:28,8
159,Santiago de Compostela,STG,2021-11-02 18:27:24,Barcelona,BCN,2021-11-02 19:17:24,2
160,Barcelona,BCN,2022-01-05 16:15:32,A Coruña,LCG,2022-01-05 17:05:32,1
161,Alicante,ALC,2021-09-26 13:26:42,Valencia,VLC,2021-09-26 14:16:42,6
162,Bilbao,BIO,2022-06-08 10:43:36,Bilbao,BIO,2022-06-08 11:33:36,6
163,A Coruña,LCG,2022-03-31 12:29:40,Alicante,ALC,2022-03-31 13:19:40,4
164,Barcelona,BCN,2022-06-29 21:25:38,A Coruña,LCG,2022-06-29 22:15:38,7
165,Bilbao,BIO,2022-02-18 11:45:03,Valencia,VLC,2022-02-18 12:35:03,2
166,Santiago de Compostela,STG,2022-04-22 20:13:48,Alicante,ALC,2022-04-22 21:03:48,9
167,Madrid,MAD,2021-10-21 07:00:53,A Coruña,LCG,2021-10-21 07:50:53,9
168,A Coruña,LCG,2022-05-01 22:27:26,Madrid,MAD,2022-05-01 23:17:26,10
169,Santiago de Compostela,STG,2022-06-04 08:24:32,Alicante,ALC,2022-06-04 09:14:32,7
170,Malaga,AGP,2021-10-27 08:56:52,Madrid,MAD,2021-10-27 09:46:52,1
171,Malaga,AGP,2022-01-20 14:38:16,Malaga,AGP,2022-01-20 15:28:16,9
172,Bilbao,BIO,2021-11-21 15:52:09,Sevilla,SVQ,2021-11-21 16:42:09,2
173,Sevilla,SVQ,2022-06-19 09:43:14,Santiago de Compostela,STG,2022-06-19 10:33:14,1
174,Malaga,AGP,2022-08-04 09:44:55,Barcelona,BCN,2022-08-04 10:34:55,9
175,Madrid,MAD,2021-11-17 01:21:18,Alicante,ALC,2021-11-17 02:11:18,2
176,Barcelona,BCN,2021-11-12 11:34:32,Santiago de Compostela,STG,2021-11-12 12:24:32,8
177,Alicante,ALC,2022-02-20 01:44:21,Valencia,VLC,2022-02-20 02:34:21,5
178,A Coruña,LCG,2022-01-31 01:15:48,Barcelona,BCN,2022-01-31 02:05:48,3
179,A Coruña,LCG,2022-07-21 04:02:19,A Coruña,LCG,2022-07-21 04:52:19,8
180,Barcelona,BCN,2022-07-16 17:28:11,Valencia,VLC,2022-07-16 18:18:11,5
181,Sevilla,SVQ,2022-03-19 17:49:57,Sevilla,SVQ,2022-03-19 18:39:57,5
182,Alicante,ALC,2022-09-20 01:52:20,Malaga,AGP,2022-09-20 02:42:20,1
183,Bilbao,BIO,2022-02-27 22:07:17,Valencia,VLC,2022-02-27 22:57:17,10
184,Bilbao,BIO,2022-07-05 22:18:28,Madrid,MAD,2022-07-05 23:08:28,3
185,Santiago de Compostela,STG,2022-09-12 15:37:17,Bilbao,BIO,2022-09-12 16:27:17,5
186,Santiago de Compostela,STG,2021-11-21 23:25:34,Barcelona,BCN,2021-11-22 00:15:34,3
187,Barcelona,BCN,2022-01-07 16:03:25,Sevilla,SVQ,2022-01-07 16:53:25,10
188,Madrid,MAD,2021-12-12 04:19:27,Sevilla,SVQ,2021-12-12 05:09:27,8
189,Bilbao,BIO,2021-10-17 11:06:36,Malaga,AGP,2021-10-17 11:56:36,6
190,Alicante,ALC,2022-07-30 04:07:01,Bilbao,BIO,2022-07-30 04:57:01,8
191,Santiago de Compostela,STG,2022-01-31 14:45:52,Madrid,MAD,2022-01-31 15:35:52,2
192,Bilbao,BIO,2021-12-09 10:01:53,Barcelona,BCN,2021-12-09 10:51:53,5
193,Bilbao,BIO,2021-11-06 07:54:21,Valencia,VLC,2021-11-06 08:44:21,1
194,Valencia,VLC,2022-08-09 02:47:05,Bilbao,BIO,2022-08-09 03:37:05,7
195,Malaga,AGP,2022-02-16 03:22:34,Valencia,VLC,2022-02-16 04:12:34,9
196,Valencia,VLC,2021-12-17 03:23:15,A Coruña,LCG,2021-12-17 04:13:15,2
197,Madrid,MAD,2022-06-25 12:57:04,Bilbao,BIO,2022-06-25 13:47:04,6
198,Sevilla,SVQ,2022-04-28 03:29:49,Alicante,ALC,2022-04-28 04:19:49,8
199,A Coruña,LCG,2022-01-05 10:09:28,Sevilla,SVQ,2022-01-05 10:59:28,9
200,Madrid,MAD,2022-04-22 11:38:09,Sevilla,SVQ,2022-04-22 12:28:09,8
201,Barcelona,BCN,2021-11-24 11:43:00,A Coruña,LCG,2021-11-24 12:33:00,10
202,Santiago de Compostela,STG,2021-11-30 19:46:43,Malaga,AGP,2021-11-30 20:36:43,9
203,Malaga,AGP,2021-11-29 17:48:20,Valencia,VLC,2021-11-29 18:38:20,1
204,Bilbao,BIO,2021-12-23 03:14:23,Valencia,VLC,2021-12-23 04:04:23,10
205,Alicante,ALC,2022-06-06 00:27:12,Barcelona,BCN,2022-06-06 01:17:12,2
206,Bilbao,BIO,2022-04-07 03:02:06,Santiago de Compostela,STG,2022-04-07 03:52:06,9
207,Valencia,VLC,2021-11-12 18:45:03,Sevilla,SVQ,2021-11-12 19:35:03,8
208,Madrid,MAD,2022-01-27 16:02:30,Malaga,AGP,2022-01-27 16:52:30,6
209,Bilbao,BIO,2022-05-08 05:05:16,A Coruña,LCG,2022-05-08 05:55:16,2
210,Santiago de Compostela,STG,2022-01-03 07:58:38,Sevilla,SVQ,2022-01-03 08:48:38,9
211,Madrid,MAD,2022-04-04 03:16:38,Alicante,ALC,2022-04-04 04:06:38,8
212,Sevilla,SVQ,2021-11-24 06:12:37,Alicante,ALC,2021-11-24 07:02:37,10
213,Santiago de Compostela,STG,2022-07-15 16:03:39,Barcelona,BCN,2022-07-15 16:53:39,2
214,Madrid,MAD,2021-10-15 11:39:03,Bilbao,BIO,2021-10-15 12:29:03,2
215,Santiago de Compostela,STG,2022-07-10 11:11:07,Malaga,AGP,2022-07-10 12:01:07,2
216,Barcelona,BCN,2022-04-16 07:47:52,Malaga,AGP,2022-04-16 08:37:52,5
217,Valencia,VLC,2022-02-07 10:42:34,Alicante,ALC,2022-02-07 11:32:34,9
218,Sevilla,SVQ,2022-07-12 20:32:19,Santiago de Compostela,STG,2022-07-12 21:22:19,1
219,Barcelona,BCN,2021-09-24 17:26:51,Santiago de Compostela,STG,2021-09-24 18:16:51,6
220,Santiago de Compostela,STG,2022-06-07 05:02:11,Alicante,ALC,2022-06-07 05:52:11,10
221,Alicante,ALC,2022-01-24 14:21:09,Alicante,ALC,2022-01-24 15:11:09,2
222,Valencia,VLC,2022-06-26 07:41:21,Malaga,AGP,2022-06-26 08:31:21,5
223,Madrid,MAD,2022-06-10 11:32:05,Santiago de Compostela,STG,2022-06-10 12:22:05,6
224,Santiago de Compostela,STG,2022-08-09 13:49:37,Malaga,AGP,2022-08-09 14:39:37,8
225,Santiago de Compostela,STG,2022-07-23 07:27:15,Santiago de Compostela,STG,2022-07-23 08:17:15,7
226,Alicante,ALC,2022-05-09 16:21:30,Madrid,MAD,2022-05-09 17:11:30,9
227,Santiago de Compostela,STG,2022-02-16 20:38:01,Bilbao,BIO,2022-02-16 21:28:01,1
228,Malaga,AGP,2021-10-21 09:32:29,Alicante,ALC,2021-10-21 10:22:29,6
229,A Coruña,LCG,2021-10-04 21:12:53,Bilbao,BIO,2021-10-04 22:02:53,2
230,Santiago de Compostela,STG,2022-02-20 12:20:48,Santiago de Compostela,STG,2022-02-20 13:10:48,10
231,Alicante,ALC,2021-12-15 00:25:50,Santiago de Compostela,STG,2021-12-15 01:15:50,1
232,A Coruña,LCG,2022-03-12 02:26:19,Madrid,MAD,2022-03-12 03:16:19,7
233,Malaga,AGP,2022-07-12 18:36:17,Valencia,VLC,2022-07-12 19:26:17,9
234,Bilbao,BIO,2022-05-03 05:01:46,Barcelona,BCN,2022-05-03 05:51:46,6
235,Sevilla,SVQ,2021-12-02 07:15:29,Sevilla,SVQ,2021-12-02 08:05:29,9
236,Sevilla,SVQ,2021-10-20 18:13:38,Madrid,MAD,2021-10-20 19:03:38,6
237,Madrid,MAD,2022-04-25 13:45:17,Sevilla,SVQ,2022-04-25 14:35:17,3
238,Santiago de Compostela,STG,2022-08-27 07:26:00,Santiago de Compostela,STG,2022-08-27 08:16:00,4
239,Alicante,ALC,2021-10-15 09:23:04,Santiago de Compostela,STG,2021-10-15 10:13:04,7
240,Alicante,ALC,2021-10-04 21:03:43,Bilbao,BIO,2021-10-04 21:53:43,10
241,Santiago de Compostela,STG,2022-01-15 14:51:09,Malaga,AGP,2022-01-15 15:41:09,4
242,Barcelona,BCN,2021-11-08 11:13:08,Sevilla,SVQ,2021-11-08 12:03:08,9
243,Malaga,AGP,2022-03-10 03:13:54,A Coruña,LCG,2022-03-10 04:03:54,6
244,Sevilla,SVQ,2022-04-27 13:40:20,Bilbao,BIO,2022-04-27 14:30:20,8
245,Barcelona,BCN,2021-11-14 03:37:30,Bilbao,BIO,2021-11-14 04:27:30,10
246,Valencia,VLC,2022-04-20 07:26:14,Malaga,AGP,2022-04-20 08:16:14,10
247,Alicante,ALC,2022-01-01 10:41:14,Malaga,AGP,2022-01-01 11:31:14,4
248,Bilbao,BIO,2022-08-06 08:05:59,Sevilla,SVQ,2022-08-06 08:55:59,7
249,A Coruña,LCG,2022-07-14 12:03:40,Sevilla,SVQ,2022-07-14 12:53:40,9
250,Bilbao,BIO,2022-08-08 20:42:16,Madrid,MAD,2022-08-08 21:32:16,10
251,Alicante,ALC,2022-06-26 19:12:54,Alicante,ALC,2022-06-26 20:02:54,1
252,Barcelona,BCN,2021-10-23 12:31:36,Santiago de Compostela,STG,2021-10-23 13:21:36,10
253,Alicante,ALC,2021-10-12 13:23:35,Alicante,ALC,2021-10-12 14:13:35,10
254,Santiago de Compostela,STG,2022-07-29 15:28:28,Alicante,ALC,2022-07-29 16:18:28,6
255,Malaga,AGP,2021-12-11 15:21:37,Barcelona,BCN,2021-12-11 16:11:37,1
256,Bilbao,BIO,2022-06-19 01:50:14,Bilbao,BIO,2022-06-19 02:40:14,6
257,Valencia,VLC,2022-01-06 23:33:45,Valencia,VLC,2022-01-07 00:23:45,1
258,Madrid,MAD,2022-04-29 22:30:07,Sevilla,SVQ,2022-04-29 23:20:07,5
259,Alicante,ALC,2022-07-21 03:34:53,Santiago de Compostela,STG,2022-07-21 04:24:53,9
260,Malaga,AGP,2022-03-29 21:35:01,Bilbao,BIO,2022-03-29 22:25:01,9
261,Bilbao,BIO,2022-08-16 17:36:36,Valencia,VLC,2022-08-16 18:26:36,8
262,Santiago de Compostela,STG,2022-05-07 22:56:45,Barcelona,BCN,2022-05-07 23:46:45,3
263,A Coruña,LCG,2022-03-06 10:22:23,Barcelona,BCN,2022-03-06 11:12:23,7
264,Barcelona,BCN,2022-02-26 22:35:02,Santiago de Compostela,STG,2022-02-26 23:25:02,5
265,Bilbao,BIO,2022-01-28 15:55:24,Sevilla,SVQ,2022-01-28 16:45:24,2
266,Santiago de Compostela,STG,2022-08-10 18:11:00,Alicante,ALC,2022-08-10 19:01:00,3
267,Bilbao,BIO,2022-06-12 06:05:36,Santiago de Compostela,STG,2022-06-12 06:55:36,10
268,Valencia,VLC,2022-04-09 16:56:16,Madrid,MAD,2022-04-09 17:46:16,8
269,Madrid,MAD,2022-03-18 19:28:39,Sevilla,SVQ,2022-03-18 20:18:39,9
270,Santiago de Compostela,STG,2022-01-05 08:24:14,Santiago de Compostela,STG,2022-01-05 09:14:14,7
271,Alicante,ALC,2022-03-21 22:41:41,Malaga,AGP,2022-03-21 23:31:41,9
272,Alicante,ALC,2022-05-27 03:51:03,Santiago de Compostela,STG,2022-05-27 04:41:03,7
273,Malaga,AGP,2022-03-16 20:50:05,Madrid,MAD,2022-03-16 21:40:05,4
274,A Coruña,LCG,2022-06-19 14:07:31,Alicante,ALC,2022-06-19 14:57:31,5
275,A Coruña,LCG,2022-05-06 06:15:17,Alicante,ALC,2022-05-06 07:05:17,1
276,Alicante,ALC,2021-12-02 17:06:14,A Coruña,LCG,2021-12-02 17:56:14,3
277,Barcelona,BCN,2022-06-30 12:34:08,Malaga,AGP,2022-06-30 13:24:08,2
278,Valencia,VLC,2021-09-24 18:48:44,Alicante,ALC,2021-09-24 19:38:44,8
279,A Coruña,LCG,2021-11-16 02:21:44,Valencia,VLC,2021-11-16 03:11:44,2
